backup	backup	raw	*	
ST258	panaroodefault	raw	lsrB_1	0.000438667
ST258	panacota	snippy	KLPN_ST258-6721	8.36202e-06
ST258	roarydefault	snippy	rsmE	2.82148e-05
ST258	panaroo	snippy	mdtA_3~~~mdtA_2	0.00307606
ST258	roarydefault	raw	skp	6.57383e-06
ST258	panacota	raw	KLPN_ST258-6966	1.32895e-05
ST258	panaroo	raw	mreD	0
ST258	panaroodefault	snippy	lptE	2.69864e-06
ST258	panaroodefault	raw	lsrF_2	1.49214e-05
ST258	roarydefault	snippy	rsmF	1.4891e-05
ST258	panacota	snippy	KLPN_ST258-672	0
ST258	panaroo	snippy	mdtB_1~~~mdtB_2~~~cnrA	3.50747e-05
ST258	roarydefault	raw	slmA	2.67578e-06
ST258	panacota	raw	KLPN_ST258-6967	0
ST258	panaroo	raw	mrkD_2~~~mrkD_1~~~mrkD_3	0.000354439
ST258	panaroodefault	snippy	lptG	5.9459e-05
ST258	panaroodefault	raw	lsrF_2~~~lsrF_1	7.19284e-06
ST258	roarydefault	snippy	rsmG	5.11182e-06
ST258	panacota	snippy	KLPN_ST258-673	2.76625e-05
ST258	panaroo	snippy	mdtC~~~mdtC_1~~~mdtC_2	0.000965381
ST258	roarydefault	raw	slp	4.91003e-05
ST258	panacota	raw	KLPN_ST258-6968	1.2866e-05
ST258	panaroo	raw	mrkD	2.5409e-05
ST258	panaroodefault	snippy	lpxC	8.68952e-06
ST258	panaroodefault	raw	lsrG_1~~~lsrG_2	0.00010064
ST258	roarydefault	snippy	rsmH	6.77236e-06
ST258	panacota	snippy	KLPN_ST258-674	1.05189e-05
ST258	roarydefault	raw	slt	1.14724e-05
ST258	panaroo	snippy	mdtD_1~~~hsrA_2~~~mdtD_2~~~jefA_2	9.21352e-06
ST258	panacota	raw	KLPN_ST258-6969	0.000173249
ST258	panaroo	raw	mscK_1~~~mscK_2~~~mscK	1.47747e-05
ST258	panaroodefault	snippy	lpxH	0
ST258	panaroodefault	raw	lsrR	4.92777e-06
ST258	roarydefault	snippy	rsmI	1.84742e-06
ST258	panacota	snippy	KLPN_ST258-675	1.92697e-06
ST258	roarydefault	raw	slyA_1	7.24463e-06
ST258	panaroo	snippy	mdtD_1~~~stp	3.12277e-06
ST258	panaroo	raw	mscL	3.85856e-06
ST258	panacota	raw	KLPN_ST258-696	4.28433e-05
ST258	panaroodefault	snippy	lpxL_1	1.90349e-05
ST258	panaroodefault	raw	ltaE_1~~~ltaE_2	2.70296e-05
ST258	roarydefault	snippy	rsmJ	6.35245e-06
ST258	panacota	snippy	KLPN_ST258-676	0
ST258	roarydefault	raw	slyA_2	9.54592e-05
ST258	panaroo	snippy	mdtD	0.000194873
ST258	panaroodefault	snippy	lpxM	2.43235e-05
ST258	panaroo	raw	mscM_1~~~mscM_2	0.000126443
ST258	panacota	raw	KLPN_ST258-6970	2.93467e-05
ST258	panaroodefault	raw	luxO~~~acoR	4.33038e-06
ST258	roarydefault	snippy	rspB	3.07875e-06
ST258	panacota	snippy	KLPN_ST258-677	3.85548e-06
ST258	panaroo	snippy	mdtG~~~sbnD_2	7.76977e-06
ST258	roarydefault	raw	slyA_3	3.64714e-06
ST258	panaroodefault	snippy	lpxP	2.9538e-05
ST258	panaroo	raw	mshD	1.14527e-05
ST258	panacota	raw	KLPN_ST258-6971	9.29344e-06
ST258	panaroodefault	raw	lvr	2.12149e-06
ST258	roarydefault	snippy	rspR	0
ST258	panacota	snippy	KLPN_ST258-678	3.69308e-05
ST258	panaroo	snippy	mdtH_2	2.63731e-06
ST258	panaroodefault	snippy	lpxT~~~lpxT_2~~~lpxT_1	4.01841e-05
ST258	roarydefault	raw	slyB	1.36479e-05
ST258	panaroo	raw	msiK_1~~~msmX	4.26505e-05
ST258	panacota	raw	KLPN_ST258-6972	5.44219e-06
ST258	panaroodefault	raw	lysA	6.30923e-05
ST258	roarydefault	snippy	rssB	2.49873e-05
ST258	panacota	snippy	KLPN_ST258-679	6.42169e-06
ST258	panaroo	snippy	mdtH_2~~~mdtH_3	8.17395e-05
ST258	panaroodefault	snippy	lrp_3~~~lrp_1	0.000639686
ST258	roarydefault	raw	slyX	0
ST258	panaroo	raw	msrA	4.99543e-05
ST258	panacota	raw	KLPN_ST258-6973	6.55597e-05
ST258	panaroodefault	raw	lysC_1~~~lysC_2	4.73695e-06
ST258	roarydefault	snippy	rstA	1.54953e-05
ST258	panaroo	snippy	mdtI	0
ST258	panaroodefault	snippy	lspA	9.41019e-06
ST258	panacota	snippy	KLPN_ST258-67	0.000134267
ST258	roarydefault	raw	smc	7.48253e-05
ST258	panaroo	raw	msrC	2.29663e-05
ST258	panacota	raw	KLPN_ST258-6974	1.8007e-05
ST258	panaroodefault	raw	lysN_1	6.74518e-06
ST258	roarydefault	snippy	rstB_1	0.000154151
ST258	panaroo	snippy	mdtJ	5.22578e-05
ST258	roarydefault	raw	smf_1	0
ST258	panacota	snippy	KLPN_ST258-680	1.66912e-06
ST258	panaroo	raw	msrP_1~~~msrP_2	4.10335e-05
ST258	panaroodefault	snippy	lsrB_1	0.00043582
ST258	panacota	raw	KLPN_ST258-6975	4.51062e-06
ST258	roarydefault	snippy	rstB_2	8.56881e-06
ST258	panaroodefault	raw	lysN_1~~~ptsJ_1~~~hisC_2~~~norG_1~~~hisC_3	4.09315e-05
ST258	panaroo	snippy	mdtK	5.77968e-06
ST258	roarydefault	raw	smg	3.37013e-06
ST258	panaroodefault	snippy	lsrF_2	4.02587e-06
ST258	panaroo	raw	msrQ	7.70132e-06
ST258	panacota	snippy	KLPN_ST258-6818	9.42252e-06
ST258	roarydefault	snippy	rsuA	1.55041e-05
ST258	panacota	raw	KLPN_ST258-6976	1.18314e-05
ST258	panaroodefault	raw	lysP_1~~~lysP~~~lysP_2	9.67355e-05
ST258	panaroo	snippy	mdtL_1~~~mdtL_2	1.47915e-05
ST258	panaroodefault	snippy	lsrF_2~~~lsrF_1	5.3896e-06
ST258	roarydefault	raw	smpB	0
ST258	panaroo	raw	msuD_2~~~msuD_1	2.17056e-05
ST258	panacota	snippy	KLPN_ST258-681	2.35686e-05
ST258	roarydefault	snippy	rsxA	2.74036e-06
ST258	panacota	raw	KLPN_ST258-6977	3.00317e-05
ST258	panaroo	snippy	mdtM_2~~~mdtM_1	0.000150203
ST258	panaroodefault	raw	lyx_2~~~lyx_1~~~lyx_3	2.44852e-05
ST258	roarydefault	raw	smrA	2.83461e-06
ST258	panaroodefault	snippy	lsrG_1~~~lsrG_2	0.000100642
ST258	panaroo	raw	mtfA	8.01362e-06
ST258	roarydefault	snippy	rsxB	5.50473e-06
ST258	panacota	snippy	KLPN_ST258-682	2.32246e-06
ST258	panacota	raw	KLPN_ST258-6978	0
ST258	panaroo	snippy	mdtM_3	6.42169e-06
ST258	panaroodefault	raw	macB_1~~~macB_2	2.21657e-05
ST258	roarydefault	raw	smvA	1.55276e-05
ST258	panaroo	raw	mtgA	0
ST258	panaroodefault	snippy	lsrR	1.63297e-06
ST258	roarydefault	snippy	rsxC_2	4.71135e-06
ST258	panacota	snippy	KLPN_ST258-683	2.56211e-06
ST258	panacota	raw	KLPN_ST258-6979	9.32891e-06
ST258	panaroo	snippy	mdtO	3.83921e-05
ST258	panaroodefault	raw	madA_2~~~madA~~~madA_1	1.15332e-05
ST258	roarydefault	raw	sodA	1.25585e-05
ST258	panaroo	raw	mtlD_2~~~mtlD_1	8.34395e-06
ST258	panaroodefault	snippy	ltaE_1~~~ltaE_2	9.54516e-06
ST258	roarydefault	snippy	rsxD	3.02924e-06
ST258	panacota	snippy	KLPN_ST258-6847	2.05619e-05
ST258	panacota	raw	KLPN_ST258-6980	1.29778e-05
ST258	panaroo	snippy	menA_1~~~menA_2	0
ST258	panaroodefault	raw	maeB	3.50092e-06
ST258	roarydefault	raw	sodB	1.09658e-05
ST258	panaroo	raw	mtlK~~~uxaB_2	0.000120289
ST258	panaroodefault	snippy	luxO~~~acoR	8.92707e-07
ST258	roarydefault	snippy	rsxE	0
ST258	panacota	snippy	KLPN_ST258-6848	0
ST258	panacota	raw	KLPN_ST258-6985	3.87093e-06
ST258	panaroo	snippy	menC_1~~~gci	5.07666e-05
ST258	panaroodefault	raw	malE_1~~~malE~~~malE_2	0.000202494
ST258	roarydefault	raw	sodC	1.83614e-05
ST258	panaroo	raw	mtnA_1~~~mtnA_2	6.20845e-06
ST258	panaroodefault	snippy	lvr	0
ST258	roarydefault	snippy	rsxG	7.6616e-06
ST258	panacota	raw	KLPN_ST258-6986	0
ST258	panacota	snippy	KLPN_ST258-684	8.56784e-06
ST258	panaroo	snippy	menF_2~~~menF_1~~~menF	2.68506e-05
ST258	panaroodefault	raw	malF~~~malF_1~~~malF_2	2.86467e-05
ST258	roarydefault	raw	sohB	1.64862e-05
ST258	panaroo	raw	mtnB	2.62307e-06
ST258	panaroodefault	snippy	lysA	6.27754e-05
ST258	roarydefault	snippy	rutA	1.86585e-05
ST258	panacota	raw	KLPN_ST258-6987	9.58325e-05
ST258	panacota	snippy	KLPN_ST258-6850	0
ST258	panaroo	snippy	menH_1~~~menH_3	1.07466e-05
ST258	panaroodefault	raw	malG_1~~~malG_2	2.86843e-05
ST258	roarydefault	raw	soj	0.000199851
ST258	panaroo	raw	mtrA	8.66261e-06
ST258	panaroodefault	snippy	lysC_1~~~lysC_2	1.18235e-06
ST258	roarydefault	snippy	rutB_1	8.96007e-06
ST258	panacota	raw	KLPN_ST258-6988	0
ST258	panacota	snippy	KLPN_ST258-6851	1.16135e-05
ST258	panaroo	snippy	menH_2	1.70186e-05
ST258	panaroodefault	raw	malI_2~~~malI_1~~~malI~~~purR_2	2.0113e-05
ST258	roarydefault	raw	solA	9.98609e-06
ST258	panaroo	raw	mukB_3~~~mukB_2~~~mukB~~~mukB_1	1.14281e-05
ST258	panaroodefault	snippy	lysN_1	6.73795e-06
ST258	roarydefault	snippy	rutB_2	0
ST258	panacota	raw	KLPN_ST258-698	4.89689e-06
ST258	panacota	snippy	KLPN_ST258-6852	3.44102e-06
ST258	panaroo	snippy	menI	0
ST258	roarydefault	raw	sorA	1.0816e-05
ST258	panaroodefault	raw	malP_1	3.08547e-05
ST258	panaroo	raw	murC	4.32565e-06
ST258	panaroodefault	snippy	lysN_1~~~ptsJ_1~~~hisC_2~~~norG_1~~~hisC_3	9.01518e-06
ST258	roarydefault	snippy	rutC_1	0
ST258	panacota	snippy	KLPN_ST258-6853	1.19068e-05
ST258	panacota	raw	KLPN_ST258-699	0.000307544
ST258	panaroo	snippy	mepA	2.68873e-05
ST258	roarydefault	raw	sorB_1	0
ST258	panaroodefault	raw	malP_1~~~glvC	1.17654e-05
ST258	panaroo	raw	murE_1~~~murE_2	1.28517e-05
ST258	panaroodefault	snippy	lysP_1~~~lysP~~~lysP_2	5.17232e-05
ST258	roarydefault	snippy	rutC_2	4.44817e-05
ST258	panacota	snippy	KLPN_ST258-6854	7.0578e-06
ST258	panacota	raw	KLPN_ST258-69	5.61402e-06
ST258	panaroo	snippy	mepH	1.09235e-05
ST258	roarydefault	raw	sorB_3	0
ST258	panaroodefault	raw	malP_4~~~malP_2~~~malP_3	7.8034e-06
ST258	panaroo	raw	murG	3.05147e-06
ST258	panaroodefault	snippy	lyx_2~~~lyx_1~~~lyx_3	8.28059e-06
ST258	roarydefault	snippy	rutD	5.92246e-06
ST258	panacota	snippy	KLPN_ST258-6855	8.80178e-06
ST258	panaroo	snippy	mepM_2	2.76989e-05
ST258	panacota	raw	KLPN_ST258-7011	0.000186792
ST258	roarydefault	raw	sorC_1	8.41399e-06
ST258	panaroodefault	raw	malP_4~~~malP_3	6.13744e-06
ST258	panaroo	raw	murJ	8.31836e-06
ST258	panaroodefault	snippy	macB_1~~~macB_2	9.01224e-06
ST258	roarydefault	snippy	rutE	0
ST258	panacota	snippy	KLPN_ST258-6856	1.8289e-05
ST258	panaroo	snippy	mepS_2~~~mepS	0.000108377
ST258	panacota	raw	KLPN_ST258-701	0.000206929
ST258	roarydefault	raw	sorC_2	1.84557e-05
ST258	panaroodefault	raw	malS_2~~~malS_1	3.92057e-06
ST258	panaroo	raw	murP	0.000203517
ST258	panaroodefault	snippy	madA_2~~~madA~~~madA_1	8.63785e-06
ST258	roarydefault	snippy	rutF	2.55922e-05
ST258	panacota	snippy	KLPN_ST258-6858	5.13038e-06
ST258	panacota	raw	KLPN_ST258-7020	1.29158e-05
ST258	panaroo	snippy	metI_3~~~metI_2~~~metI_1~~~metI_4	1.65778e-05
ST258	roarydefault	raw	sorC_3	0
ST258	panaroodefault	raw	malT_1~~~malT_2	3.89934e-05
ST258	panaroo	raw	murQ_2~~~murQ_1	3.16826e-06
ST258	panaroodefault	snippy	maeB	3.49701e-06
ST258	roarydefault	snippy	rutG	7.23593e-06
ST258	panacota	snippy	KLPN_ST258-6859	1.93165e-06
ST258	panacota	raw	KLPN_ST258-702	1.37506e-05
ST258	panaroo	snippy	metL	2.62157e-06
ST258	roarydefault	raw	sorF	2.73131e-05
ST258	panaroodefault	raw	malT_1~~~pknK	8.09554e-06
ST258	panaroo	raw	murQ_2~~~murQ_3	0
ST258	panaroodefault	snippy	malE_1~~~malE~~~malE_2	2.67289e-06
ST258	roarydefault	snippy	rutR	0
ST258	panacota	raw	KLPN_ST258-7033	1.31144e-05
ST258	panacota	snippy	KLPN_ST258-685	2.20049e-06
ST258	panaroo	snippy	metN_4~~~metN_3	1.40593e-05
ST258	roarydefault	raw	sorM	1.93784e-06
ST258	panaroodefault	raw	malT_3~~~malT_2~~~malT_1	0.000232226
ST258	panaroo	raw	murR_1	5.64168e-06
ST258	panaroodefault	snippy	malF~~~malF_1~~~malF_2	3.09688e-06
ST258	roarydefault	snippy	ruvA	1.55862e-05
ST258	panacota	raw	KLPN_ST258-703	0
ST258	panacota	snippy	KLPN_ST258-6860	9.37922e-06
ST258	panaroo	snippy	metQ_4	0
ST258	roarydefault	raw	sotB_1	1.8413e-05
ST258	panaroodefault	raw	malX_1	1.10138e-05
ST258	panaroo	raw	mutH	3.16547e-05
ST258	panaroodefault	snippy	malG_1~~~malG_2	1.43142e-05
ST258	roarydefault	snippy	ruvB	0
ST258	panacota	raw	KLPN_ST258-704	0
ST258	panaroo	snippy	metR	1.66912e-06
ST258	panacota	snippy	KLPN_ST258-6861	0
ST258	roarydefault	raw	sotB_2	2.87068e-05
ST258	panaroo	raw	mutS2	2.5948e-05
ST258	panaroodefault	raw	malY	2.7215e-06
ST258	panaroodefault	snippy	malI_2~~~malI_1~~~malI~~~purR_2	6.14646e-06
ST258	roarydefault	snippy	ruvC	3.0578e-06
ST258	panacota	raw	KLPN_ST258-7051	6.44765e-05
ST258	panaroo	snippy	mexB~~~acrB_4~~~acrB_3	1.92155e-05
ST258	roarydefault	raw	soxS_3	0.000277233
ST258	panacota	snippy	KLPN_ST258-6862	0.000192522
ST258	panaroo	raw	mutS_2~~~mutS_1~~~mutS	4.53522e-05
ST258	panaroodefault	raw	malZ_2~~~malZ_1	2.63464e-06
ST258	panaroodefault	snippy	malP_1	2.68762e-05
ST258	roarydefault	snippy	sacA	3.74007e-05
ST258	panacota	raw	KLPN_ST258-705	2.2792e-06
ST258	panaroo	snippy	mfd_1~~~mfd~~~mfd_2	0.000132233
ST258	roarydefault	raw	speA	4.03619e-06
ST258	panacota	snippy	KLPN_ST258-6863	2.93719e-06
ST258	panaroo	raw	mutY	9.04705e-06
ST258	panaroodefault	raw	manX_2~~~manX_1	9.89236e-06
ST258	panaroodefault	snippy	malP_1~~~glvC	1.17175e-05
ST258	panacota	raw	KLPN_ST258-706	5.15715e-06
ST258	roarydefault	snippy	sacX	2.32566e-06
ST258	panaroo	snippy	mglA_2	2.12313e-06
ST258	roarydefault	raw	speB	0
ST258	panaroo	raw	mzrA	8.24892e-06
ST258	panacota	snippy	KLPN_ST258-6864	2.53005e-05
ST258	panaroodefault	raw	manZ_2	3.76324e-05
ST258	panaroodefault	snippy	malP_4~~~malP_2~~~malP_3	7.1004e-06
ST258	panacota	raw	KLPN_ST258-707	0.000173727
ST258	roarydefault	snippy	sad_1	1.60157e-05
ST258	panaroo	snippy	mgtE	6.28771e-06
ST258	roarydefault	raw	speC	1.41059e-05
ST258	panaroo	raw	nadA	6.10294e-06
ST258	panacota	snippy	KLPN_ST258-6865	1.86585e-05
ST258	panaroodefault	raw	manZ_2~~~manZ_1	1.59872e-05
ST258	panaroodefault	snippy	malP_4~~~malP_3	5.10857e-06
ST258	panacota	raw	KLPN_ST258-70	8.96716e-06
ST258	roarydefault	snippy	sad_2	2.32661e-06
ST258	panaroo	snippy	mhpA_2~~~mhpA_1~~~mhpA	5.03606e-05
ST258	roarydefault	raw	speD	6.02486e-06
ST258	panaroodefault	raw	maoA	2.23304e-05
ST258	panaroo	raw	nadB_1~~~nadB_2	1.97057e-06
ST258	panacota	snippy	KLPN_ST258-6866	0
ST258	panaroodefault	snippy	malS_2~~~malS_1	3.13458e-06
ST258	panacota	raw	KLPN_ST258-7116	1.68326e-05
ST258	roarydefault	snippy	sapA	1.34615e-05
ST258	panaroo	snippy	mhpB	6.86711e-05
ST258	roarydefault	raw	speE	1.85533e-06
ST258	panaroodefault	raw	matP	0
ST258	panaroo	raw	nadC	3.54987e-06
ST258	panaroodefault	snippy	malT_1~~~malT_2	3.53038e-05
ST258	panacota	snippy	KLPN_ST258-6867	2.73441e-06
ST258	panacota	raw	KLPN_ST258-7117	2.29795e-05
ST258	roarydefault	snippy	sapB	6.57375e-06
ST258	panaroo	snippy	mhpC_2~~~mhpC~~~mhpC_1	2.7449e-05
ST258	roarydefault	raw	speG	2.84749e-06
ST258	panaroodefault	raw	mcbA	3.05828e-05
ST258	panaroo	raw	nadD_1~~~nadD_2	2.45383e-06
ST258	panaroodefault	snippy	malT_1~~~pknK	3.45408e-06
ST258	panacota	snippy	KLPN_ST258-6868	6.99154e-07
ST258	panacota	raw	KLPN_ST258-7118	7.48708e-05
ST258	roarydefault	snippy	sapC	1.78856e-06
ST258	panaroo	snippy	mhpE_2~~~mhpE~~~mhpE_1	6.38822e-05
ST258	roarydefault	raw	spoT	3.76819e-06
ST258	panaroodefault	raw	mdcC	1.06496e-05
ST258	panaroo	raw	nadE	3.85239e-06
ST258	panaroodefault	snippy	malT_3~~~malT_2~~~malT_1	4.46829e-05
ST258	panacota	snippy	KLPN_ST258-6869	5.29572e-05
ST258	panacota	raw	KLPN_ST258-7119	0
ST258	roarydefault	snippy	sapD	3.18657e-06
ST258	panaroo	snippy	mhpF	4.32965e-05
ST258	roarydefault	raw	sprT	2.22686e-05
ST258	panaroodefault	raw	mdh_1	5.3786e-06
ST258	panaroo	raw	nadR_2~~~nadR_1~~~nadR	1.29557e-06
ST258	panaroodefault	snippy	malX_1	1.09794e-05
ST258	panacota	snippy	KLPN_ST258-686	1.16842e-06
ST258	panacota	raw	KLPN_ST258-711	1.08194e-05
ST258	roarydefault	snippy	sapF	7.8713e-06
ST258	panaroo	snippy	mhpT_1~~~mhpT~~~mhpT_2~~~nanT	1.98422e-05
ST258	roarydefault	raw	spy	9.90612e-06
ST258	panaroodefault	raw	mdlB_2~~~mdlB	9.87735e-06
ST258	panaroo	raw	nadX~~~nadX_2~~~nadX_1	0.000285865
ST258	panaroodefault	snippy	malY	2.71716e-06
ST258	panacota	snippy	KLPN_ST258-6870	0
ST258	panacota	raw	KLPN_ST258-7120	3.91322e-05
ST258	roarydefault	snippy	sasA_1	0.0123433
ST258	panaroo	snippy	miaB	8.90811e-06
ST258	roarydefault	raw	srkA	1.61848e-06
ST258	panaroodefault	raw	mdoB_2~~~mdoB_1	4.42653e-05
ST258	panaroo	raw	nagC_1~~~nanK	0.00011592
ST258	panaroodefault	snippy	malZ_2~~~malZ_1	3.50631e-06
ST258	panacota	snippy	KLPN_ST258-6871	7.27704e-06
ST258	panacota	raw	KLPN_ST258-7121	7.19165e-06
ST258	roarydefault	snippy	sasA_2	3.24392e-06
ST258	panaroo	snippy	minC~~~minC_1	6.78847e-06
ST258	roarydefault	raw	srlA	1.13294e-05
ST258	panaroodefault	raw	mdoC	0.000115136
ST258	panaroo	raw	nagC_2	1.17622e-05
ST258	panaroodefault	snippy	manX_2~~~manX_1	1.14844e-05
ST258	panacota	snippy	KLPN_ST258-6872	6.00953e-06
ST258	panacota	raw	KLPN_ST258-7122	1.39206e-05
ST258	roarydefault	snippy	satP	5.61673e-06
ST258	panaroo	snippy	mipA	6.40007e-06
ST258	roarydefault	raw	srlB	0
ST258	panaroodefault	raw	mdoD_1~~~mdoD~~~mdoD_2	2.07532e-05
ST258	panaroo	raw	nagE~~~nagE_2	1.50996e-05
ST258	panaroodefault	snippy	manZ_2	1.30778e-05
ST258	panacota	snippy	KLPN_ST258-6873	4.2122e-06
ST258	roarydefault	snippy	sauU	2.53254e-06
ST258	panacota	raw	KLPN_ST258-7123	2.62726e-06
ST258	panaroo	snippy	mlaB	0
ST258	panaroo	raw	nagR	6.61156e-06
ST258	roarydefault	raw	srlD	6.59588e-05
ST258	panaroodefault	raw	mdoG	7.17768e-05
ST258	panaroodefault	snippy	manZ_2~~~manZ_1	1.53743e-05
ST258	panacota	snippy	KLPN_ST258-6874	3.92157e-06
ST258	roarydefault	snippy	sbcB	0.000280304
ST258	panacota	raw	KLPN_ST258-7124	5.29151e-06
ST258	panaroo	snippy	mlaD_1~~~mlaD_2	1.15387e-05
ST258	panaroo	raw	namA_1~~~fccA~~~namA_2	2.93989e-05
ST258	panaroodefault	raw	mdoH_2~~~mdoH_1	1.38651e-05
ST258	roarydefault	raw	srlE	1.63099e-06
ST258	panaroodefault	snippy	maoA	2.15904e-05
ST258	panacota	snippy	KLPN_ST258-6875	0
ST258	panacota	raw	KLPN_ST258-7125	3.97699e-06
ST258	roarydefault	snippy	sbcC	9.50469e-06
ST258	panaroo	snippy	mlaF_1~~~mlaF_2~~~mlaF	9.81338e-06
ST258	panaroo	raw	namA_3~~~namA_2~~~namA_1	2.19448e-05
ST258	panaroodefault	raw	mdtA_2	5.98717e-05
ST258	roarydefault	raw	srlR_2	0
ST258	panaroodefault	snippy	matP	0
ST258	panacota	snippy	KLPN_ST258-6876	0.000589986
ST258	panacota	raw	KLPN_ST258-7126	0
ST258	roarydefault	snippy	sbcD	3.97057e-06
ST258	panaroo	snippy	mltA_1~~~mltA_2~~~mltA	4.35879e-06
ST258	panaroo	raw	nanA~~~dapA_1	2.34149e-05
ST258	roarydefault	raw	srlR_3	1.238e-05
ST258	panaroodefault	raw	mdtA_3~~~mdtA_2	0.00311265
ST258	panaroodefault	snippy	mcbA	2.44037e-05
ST258	panacota	snippy	KLPN_ST258-6877	7.69124e-06
ST258	panacota	raw	KLPN_ST258-712	9.29489e-06
ST258	roarydefault	snippy	sbmA	0.000106721
ST258	panaroo	snippy	mltB_1~~~mltB_2	7.3684e-06
ST258	panaroo	raw	nanT	1.24902e-05
ST258	roarydefault	raw	srlR_4	4.01231e-06
ST258	panaroodefault	raw	mdtB_1~~~mdtB_2~~~cnrA	3.68066e-05
ST258	panaroodefault	snippy	mdcC	1.59319e-05
ST258	panacota	snippy	KLPN_ST258-6878	9.7365e-06
ST258	panacota	raw	KLPN_ST258-7136	1.28276e-05
ST258	roarydefault	snippy	sbmC	0.000259828
ST258	panaroo	snippy	mltC_1~~~mltC_2	4.87726e-05
ST258	panaroo	raw	napA~~~nasA_1~~~narG~~~nasA_2~~~nasA	0.0020797
ST258	roarydefault	raw	srlR_5	2.12992e-06
ST258	panaroodefault	snippy	mdh_1	1.3425e-06
ST258	panaroodefault	raw	mdtC~~~mdtC_1~~~mdtC_2	0.00097875
ST258	panacota	snippy	KLPN_ST258-6879	4.44205e-05
ST258	panacota	raw	KLPN_ST258-713	2.39809e-05
ST258	roarydefault	snippy	sbnA	1.95349e-05
ST258	panaroo	snippy	mltD	4.13816e-06
ST258	panaroo	raw	narG~~~narG_2	7.88226e-05
ST258	roarydefault	raw	srmB	4.79521e-06
ST258	panaroodefault	snippy	mdlB_2~~~mdlB	8.06286e-06
ST258	panaroodefault	raw	mdtD_1~~~hsrA_2~~~mdtD_2~~~jefA_2	9.24312e-06
ST258	panacota	snippy	KLPN_ST258-6880	5.69805e-06
ST258	panacota	raw	KLPN_ST258-714	1.13475e-05
ST258	panaroo	snippy	mltF_1	3.80911e-06
ST258	roarydefault	snippy	sbnD_1	2.64965e-06
ST258	panaroo	raw	narJ	0.000253134
ST258	roarydefault	raw	ssb_1	6.08062e-06
ST258	panaroodefault	snippy	mdoB_2~~~mdoB_1	4.18802e-05
ST258	panaroodefault	raw	mdtD_1~~~stp	7.2984e-06
ST258	panacota	snippy	KLPN_ST258-6881	1.09128e-05
ST258	panacota	raw	KLPN_ST258-715	9.21751e-06
ST258	panaroo	snippy	mltF_2~~~pheC	2.10139e-06
ST258	roarydefault	snippy	sbnD_2	7.76977e-06
ST258	panaroo	raw	narK	0.000370544
ST258	roarydefault	raw	sseA	7.44728e-06
ST258	panaroodefault	snippy	mdoC	0.000113212
ST258	panaroodefault	raw	mdtD	0.000191352
ST258	panacota	snippy	KLPN_ST258-6882	5.02205e-06
ST258	panacota	raw	KLPN_ST258-717	0
ST258	panaroo	snippy	mltF_3~~~mltF_2~~~mltF_1	6.90193e-06
ST258	roarydefault	snippy	sbp	8.03825e-06
ST258	panaroo	raw	narL~~~narL_2~~~narL_1~~~cheB	0.000737095
ST258	roarydefault	raw	sspA	0
ST258	panaroodefault	snippy	mdoD_1~~~mdoD~~~mdoD_2	1.12204e-05
ST258	panaroodefault	raw	mdtG~~~sbnD_2	9.08513e-06
ST258	panacota	snippy	KLPN_ST258-6883	5.17017e-06
ST258	panacota	raw	KLPN_ST258-718	8.26873e-06
ST258	panaroo	snippy	mmuM_2~~~mmuM_1	0
ST258	roarydefault	snippy	scmP	3.37953e-05
ST258	roarydefault	raw	sspB	9.66081e-06
ST258	panaroo	raw	narX~~~narX_2~~~narX_1	0.000190368
ST258	panaroodefault	raw	mdtH_2	2.64259e-06
ST258	panaroodefault	snippy	mdoG	1.74047e-05
ST258	panacota	snippy	KLPN_ST258-6886	4.70471e-06
ST258	panacota	raw	KLPN_ST258-71	5.8608e-06
ST258	roarydefault	snippy	scoA	1.11274e-05
ST258	panaroo	snippy	mngR_1	5.49527e-05
ST258	roarydefault	raw	sstT	1.28e-06
ST258	panaroo	raw	narY_1~~~narY_2~~~narY	3.04067e-05
ST258	panaroodefault	raw	mdtH_2~~~mdtH_3	8.9813e-05
ST258	panaroodefault	snippy	mdoH_2~~~mdoH_1	1.24004e-05
ST258	panacota	snippy	KLPN_ST258-6887	0
ST258	panacota	raw	KLPN_ST258-7203	9.5557e-06
ST258	roarydefault	snippy	scoB	1.45063e-05
ST258	panaroo	snippy	mnmC	9.55171e-06
ST258	roarydefault	raw	ssuA_1	1.6958e-06
ST258	panaroodefault	raw	mdtI	0
ST258	panaroo	raw	narY_2~~~narH_1~~~narH_2	1.94526e-05
ST258	panaroodefault	snippy	mdtA_2	6.01128e-05
ST258	panacota	snippy	KLPN_ST258-6888	0
ST258	panacota	raw	KLPN_ST258-7208	4.25888e-05
ST258	panaroo	snippy	mnmE	1.16842e-06
ST258	roarydefault	snippy	scrB	7.91595e-06
ST258	roarydefault	raw	ssuA_2	4.31159e-05
ST258	panaroodefault	raw	mdtJ	0.000307449
ST258	panaroo	raw	narZ_2~~~narZ_1	1.42995e-05
ST258	panaroodefault	snippy	mdtA_3~~~mdtA_2	0.00307606
ST258	panacota	snippy	KLPN_ST258-6889	1.62006e-05
ST258	panacota	raw	KLPN_ST258-720	7.01472e-06
ST258	panaroo	snippy	mntH_2~~~mntH_1	7.67295e-06
ST258	roarydefault	snippy	scrK	0
ST258	roarydefault	raw	ssuA_3	0.000106122
ST258	panaroo	raw	ndhC	0.00010356
